title,platform,url,certificate,verified,rating,learners,duration_hours,level,topic,dataset_source
Applied Transformers – Advanced,fast.ai,https://course.fast.ai/,True,False,4.7,2836,15,advanced,transformers,synthetic_pfa_v1
Complete Transfer Learning Bootcamp,fast.ai,https://course.fast.ai/,True,True,4.2,33880,20,beginner,transfer learning,synthetic_pfa_v1
Transfer Learning for Data Scientists,Coursera,https://www.coursera.org/search?query=Transfer+Learning+for+Data+Scientists,False,False,4.4,10191,31,beginner,transfer learning,synthetic_pfa_v1
Professional Certificate in Transfer Learning,Coursera,https://www.coursera.org/search?query=Professional+Certificate+in+Transfer+Learning,True,True,4.1,96137,38,beginner,transfer learning,synthetic_pfa_v1
Applied Transfer Learning,Pluralsight,https://www.pluralsight.com/search?q=Applied+Transfer+Learning,True,True,4.4,24036,46,beginner,transfer learning,synthetic_pfa_v1
Complete Transfer Learning Bootcamp – Intermediate,Coursera,https://www.coursera.org/search?query=Complete+Transfer+Learning+Bootcamp+%E2%80%93+Intermediate,False,False,4.0,1012,12,intermediate,transfer learning,synthetic_pfa_v1
Transfer Learning for Data Scientists – Intermediate,Pluralsight,https://www.pluralsight.com/search?q=Transfer+Learning+for+Data+Scientists+%E2%80%93+Intermediate,True,True,4.1,14528,43,intermediate,transfer learning,synthetic_pfa_v1
Professional Certificate in Transfer Learning – Intermediate,Pluralsight,https://www.pluralsight.com/search?q=Professional+Certificate+in+Transfer+Learning+%E2%80%93+Intermediate,True,True,4.1,936,29,intermediate,transfer learning,synthetic_pfa_v1
Applied Transfer Learning – Intermediate,edX,https://www.edx.org/search?q=Applied+Transfer+Learning+%E2%80%93+Intermediate,False,False,4.6,2813,21,intermediate,transfer learning,synthetic_pfa_v1
Complete Transfer Learning Bootcamp – Advanced,LinkedIn Learning,https://www.linkedin.com/learning/search?keywords=Complete+Transfer+Learning+Bootcamp+%E2%80%93+Advanced,False,False,4.6,78012,45,advanced,transfer learning,synthetic_pfa_v1
Transfer Learning for Data Scientists – Advanced,Pluralsight,https://www.pluralsight.com/search?q=Transfer+Learning+for+Data+Scientists+%E2%80%93+Advanced,True,False,4.0,73896,54,advanced,transfer learning,synthetic_pfa_v1
Professional Certificate in Transfer Learning – Advanced,Coursera,https://www.coursera.org/search?query=Professional+Certificate+in+Transfer+Learning+%E2%80%93+Advanced,True,False,5.0,9043,38,advanced,transfer learning,synthetic_pfa_v1
Applied Transfer Learning – Advanced,Coursera,https://www.coursera.org/search?query=Applied+Transfer+Learning+%E2%80%93+Advanced,True,False,4.2,50930,55,advanced,transfer learning,synthetic_pfa_v1
